"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136"
"GNF2_MCL1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MCL1",4880,518,136,57,2,0.0350877192982456,0.475137321731273,1,"S100A4","SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MCM4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MCM4",4880,518,136,53,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MCM5","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MCM5",4880,518,136,61,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MKI67","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MKI67",4880,518,136,28,1,0.0357142857142857,0.547802707243888,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MLF1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MLF1",4880,518,136,87,1,0.0114942528735632,0.916362246669018,1,"IL13RA2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MMP1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MMP1",4880,518,136,32,4,0.125,0.011327974016349,1,"SERPINE1","PTX3","LOXL1","TNFAIP6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MMP11","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MMP11",4880,518,136,42,2,0.0476190476190476,0.327768317903908,1,"GDF15","ADAM12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MSN","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MSN",4880,518,136,24,2,0.0833333333333333,0.143098180779006,1,"CLIC1","EMP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MYD88","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MYD88",4880,518,136,60,1,0.0166666666666667,0.818474288181049,1,"SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MYL2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MYL2",4880,518,136,32,1,0.03125,0.596424791451615,1,"MYH7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MYL3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MYL3",4880,518,136,31,1,0.032258064516129,0.584779082060021,1,"MYH7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_NPM1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_NPM1",4880,518,136,72,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_NS","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_NS",4880,518,136,40,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PA2G4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PA2G4",4880,518,136,79,1,0.0126582278481013,0.89472706272241,1,"CDK4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PAK2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PAK2",4880,518,136,28,1,0.0357142857142857,0.547802707243888,1,"SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PCAF","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PCAF",4880,518,136,36,2,0.0555555555555556,0.265404404384602,1,"ANK1","MARCH8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PECAM1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PECAM1",4880,518,136,56,1,0.0178571428571429,0.796468041803188,1,"S100A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PPP6C","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PPP6C",4880,518,136,39,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PTPN4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PTPN4",4880,518,136,51,3,0.0588235294117647,0.168860656330978,1,"KLRC3","SPON2","MATK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PTPN6","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PTPN6",4880,518,136,47,2,0.0425531914893617,0.378686145041487,1,"SELL","EMP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_PTPRC","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_PTPRC",4880,518,136,68,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_RAB7L1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RAB7L1",4880,518,136,34,1,0.0294117647058824,0.618752297668157,1,"KLRC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
